ticker,filing_type,period,filing_date,coupon_label,value,pct_of_portfolio
IVR,10-K,2022-12-31,2023-02-21,3.5%,237075.0,
IVR,10-K,2022-12-31,2023-02-21,4.5%,1392304.0,
IVR,10-K,2022-12-31,2023-02-21,5.0%,1694939.0,
IVR,10-K,2022-12-31,2023-02-21,5.5%,1574494.0,
IVR,10-K,2023-12-31,2024-02-22,4.0%,876337.0,
IVR,10-K,2023-12-31,2024-02-22,4.5%,1017191.0,
IVR,10-K,2023-12-31,2024-02-22,5.0%,1028036.0,
IVR,10-K,2023-12-31,2024-02-22,5.5%,1016707.0,
IVR,10-K,2023-12-31,2024-02-22,6.0%,1014203.0,
IVR,10-K,2024-12-31,2025-02-20,4.0%,369321.0,
IVR,10-K,2024-12-31,2025-02-20,4.5%,658218.0,
IVR,10-K,2024-12-31,2025-02-20,5.0%,836197.0,
IVR,10-K,2024-12-31,2025-02-20,5.5%,1196335.0,
IVR,10-K,2024-12-31,2025-02-20,6.0%,1481454.0,
IVR,10-K,2025-12-31,2026-02-23,4.0%,369321.0,
IVR,10-K,2025-12-31,2026-02-23,4.5%,785584.0,
IVR,10-K,2025-12-31,2026-02-23,5.0%,1486801.0,
IVR,10-K,2025-12-31,2026-02-23,5.5%,1534654.0,
IVR,10-K,2025-12-31,2026-02-23,6.0%,1283242.0,
IVR,10-K,2025-12-31,2026-02-23,6.5%,218879.0,
TWO,10-K,2014-12-31,2015-02-27,Floating,2832172.0,
TWO,10-K,2014-12-31,2015-02-27,Floating,177377.0,
TWO,10-K,2015-12-31,2016-02-26,Floating,2557880.0,
TWO,10-K,2015-12-31,2016-02-26,Floating,154374.0,
TWO,10-K,2016-12-31,2017-02-28,3.0-3.5%,6652972.0,
TWO,10-K,2016-12-31,2017-02-28,4.0-4.5%,3237989.0,
TWO,10-K,2016-12-31,2017-02-28,≥ 5%,455030.0,
TWO,10-K,2017-12-31,2018-02-27,3.0-3.5%,4370847.0,
TWO,10-K,2017-12-31,2018-02-27,4.0-4.5%,11990911.0,
TWO,10-K,2017-12-31,2018-02-27,≥ 5%,453054.0,
TWO,10-K,2018-12-31,2019-02-27,3.0-3.5%,234323.0,
TWO,10-K,2018-12-31,2019-02-27,4.0-4.5%,18877967.0,
TWO,10-K,2018-12-31,2019-02-27,≥ 5%,1367700.0,
TWO,10-K,2019-12-31,2020-02-26,3.0%,6034075.0,
TWO,10-K,2019-12-31,2020-02-26,3.5%,6174872.0,
TWO,10-K,2019-12-31,2020-02-26,4.0%,8455585.0,
TWO,10-K,2019-12-31,2020-02-26,4.5%,4714844.0,
TWO,10-K,2019-12-31,2020-02-26,≥ 5%,741000.0,
TWO,10-K,2020-12-31,2021-02-25,≤ 2.5%,1878319.0,
TWO,10-K,2020-12-31,2021-02-25,3.0%,2359772.0,
TWO,10-K,2020-12-31,2021-02-25,3.5%,3327048.0,
TWO,10-K,2020-12-31,2021-02-25,4.0%,2642730.0,
TWO,10-K,2020-12-31,2021-02-25,4.5%,2276487.0,
TWO,10-K,2020-12-31,2021-02-25,≥ 5.0%,519976.0,
TWO,10-K,2021-12-31,2022-03-01,≤ 2.5%,1243928.0,
TWO,10-K,2021-12-31,2022-03-01,3.0%,1316662.0,
TWO,10-K,2021-12-31,2022-03-01,3.5%,739922.0,
TWO,10-K,2021-12-31,2022-03-01,4.0%,1421793.0,
TWO,10-K,2021-12-31,2022-03-01,4.5%,1307504.0,
TWO,10-K,2021-12-31,2022-03-01,≥ 5.0%,325485.0,
TWO,10-K,2022-12-31,2023-02-28,4.0%,1459733.0,
TWO,10-K,2022-12-31,2023-02-28,4.5%,3087310.0,
TWO,10-K,2022-12-31,2023-02-28,5.0%,2439709.0,
TWO,10-K,2022-12-31,2023-02-28,≥ 5.5%,411899.0,
TWO,10-K,2023-12-31,2024-02-20,≤ 2.5%,420720.0,
TWO,10-K,2023-12-31,2024-02-20,3.0%,237874.0,
TWO,10-K,2023-12-31,2024-02-20,3.5%,125647.0,
TWO,10-K,2023-12-31,2024-02-20,4.0%,503451.0,
TWO,10-K,2023-12-31,2024-02-20,4.5%,2331021.0,
TWO,10-K,2023-12-31,2024-02-20,5.0%,2084422.0,
TWO,10-K,2023-12-31,2024-02-20,5.5%,1358288.0,
TWO,10-K,2023-12-31,2024-02-20,6.0%,779560.0,
TWO,10-K,2023-12-31,2024-02-20,≥ 6.5%,8448.0,
TWO,10-K,2024-12-31,2025-02-18,3.0%,220041.0,
TWO,10-K,2024-12-31,2025-02-18,3.5%,109474.0,
TWO,10-K,2024-12-31,2025-02-18,4.0%,585683.0,
TWO,10-K,2024-12-31,2025-02-18,4.5%,2076840.0,
TWO,10-K,2024-12-31,2025-02-18,5.0%,1759213.0,
TWO,10-K,2024-12-31,2025-02-18,5.5%,1411225.0,
TWO,10-K,2024-12-31,2025-02-18,6.0%,499542.0,
TWO,10-K,2024-12-31,2025-02-18,≥ 6.5%,377197.0,
TWO,10-K,2025-12-31,2026-02-17,4.5%,1089904.0,
TWO,10-K,2025-12-31,2026-02-17,5.0%,1429457.0,
TWO,10-K,2025-12-31,2026-02-17,5.5%,786868.0,
TWO,10-K,2025-12-31,2026-02-17,6.0%,1732107.0,
TWO,10-K,2025-12-31,2026-02-17,≥ 6.5%,508260.0,
ADAM,10-K,2014-12-31,2015-02-27,3.00%,17.1,
ADAM,10-K,2014-12-31,2015-02-27,3.01%,7.0,4.0
ADAM,10-K,2014-12-31,2015-02-27,4.01%,15.2,5.0
ADAM,10-K,2014-12-31,2015-02-27,5.01%,12.7,6.0
ADAM,10-K,2014-12-31,2015-02-27,6.01%,48.0,
ADAM,10-K,2015-12-31,2016-02-25,3.00% or less,14.9,
ADAM,10-K,2015-12-31,2016-02-25,3.01% - 4.00%,9.3,
ADAM,10-K,2015-12-31,2016-02-25,4.01 to 5.00%,21.3,
ADAM,10-K,2015-12-31,2016-02-25,5.01 - 6.00%,11.5,
ADAM,10-K,2015-12-31,2016-02-25,6.01% and over,43.0,
ADAM,10-K,2016-12-31,2017-02-28,3.00% or less,13.5,
ADAM,10-K,2016-12-31,2017-02-28,3.01% - 4.00%,11.8,
ADAM,10-K,2016-12-31,2017-02-28,4.01 to 5.00%,22.0,
ADAM,10-K,2016-12-31,2017-02-28,5.01 - 6.00%,11.8,
ADAM,10-K,2016-12-31,2017-02-28,6.01% and over,40.9,
ADAM,10-K,2017-12-31,2018-02-27,3.00% or less,9.7,
ADAM,10-K,2017-12-31,2018-02-27,3.01% - 4.00%,13.9,
ADAM,10-K,2017-12-31,2018-02-27,4.01 to 5.00%,23.0,
ADAM,10-K,2017-12-31,2018-02-27,5.01 - 6.00%,11.9,
ADAM,10-K,2017-12-31,2018-02-27,6.01% and over,41.5,
ADAM,10-K,2018-12-31,2019-02-25,3.00% or less,8.6,
ADAM,10-K,2018-12-31,2019-02-25,3.01% – 4.00%,16.1,
ADAM,10-K,2018-12-31,2019-02-25,4.01% – 5.00%,35.2,
ADAM,10-K,2018-12-31,2019-02-25,5.01% – 6.00%,19.0,
ADAM,10-K,2018-12-31,2019-02-25,6.01% and over,21.1,
ADAM,10-K,2019-12-31,2020-02-28,3.00% or less,5.1,
ADAM,10-K,2019-12-31,2020-02-28,3.01% - 4.00%,18.7,
ADAM,10-K,2019-12-31,2020-02-28,4.01% - 5.00%,39.2,
ADAM,10-K,2019-12-31,2020-02-28,5.01% – 6.00%,18.7,
ADAM,10-K,2019-12-31,2020-02-28,6.01% and over,18.3,
ADAM,10-K,2020-12-31,2021-02-26,3.00% or less,6.2,
ADAM,10-K,2020-12-31,2021-02-26,3.01% - 4.00%,18.8,
ADAM,10-K,2020-12-31,2021-02-26,4.01% - 5.00%,29.6,
ADAM,10-K,2020-12-31,2021-02-26,5.01% – 6.00%,11.7,
ADAM,10-K,2020-12-31,2021-02-26,6.01% and over,33.7,
ADAM,10-K,2021-12-31,2022-02-25,3.00% or less,10.0,
ADAM,10-K,2021-12-31,2022-02-25,3.01% - 4.00%,15.5,
ADAM,10-K,2021-12-31,2022-02-25,4.01% - 5.00%,19.7,
ADAM,10-K,2021-12-31,2022-02-25,5.01% - 6.00%,7.5,
ADAM,10-K,2021-12-31,2022-02-25,6.01% - 7.00%,5.9,
ADAM,10-K,2021-12-31,2022-02-25,7.01% - 8.00%,13.2,
ADAM,10-K,2021-12-31,2022-02-25,8.01% and over,28.2,
ADAM,10-K,2022-12-31,2023-02-24,3.00% or less,7.4,
ADAM,10-K,2022-12-31,2023-02-24,3.01% - 4.00%,15.8,
ADAM,10-K,2022-12-31,2023-02-24,4.01% - 5.00%,19.8,
ADAM,10-K,2022-12-31,2023-02-24,5.01% - 6.00%,7.9,
ADAM,10-K,2022-12-31,2023-02-24,6.01% - 7.00%,7.7,
ADAM,10-K,2022-12-31,2023-02-24,7.01% - 8.00%,16.4,
ADAM,10-K,2022-12-31,2023-02-24,8.01% and over,25.0,
ADAM,10-K,2023-12-31,2024-02-23,3.00% or less,7.6,
ADAM,10-K,2023-12-31,2024-02-23,3.01% - 4.00%,16.5,
ADAM,10-K,2023-12-31,2024-02-23,4.01% - 5.00%,20.9,
ADAM,10-K,2023-12-31,2024-02-23,5.01% - 6.00%,9.3,
ADAM,10-K,2023-12-31,2024-02-23,6.01% - 7.00%,7.2,
ADAM,10-K,2023-12-31,2024-02-23,7.01% - 8.00%,8.1,
ADAM,10-K,2023-12-31,2024-02-23,8.01% and over,30.4,
ADAM,10-K,2024-12-31,2025-02-21,3.00% or less,5.4,
ADAM,10-K,2024-12-31,2025-02-21,3.01% - 4.00%,11.6,
ADAM,10-K,2024-12-31,2025-02-21,4.01% - 5.00%,14.2,
ADAM,10-K,2024-12-31,2025-02-21,5.01% - 6.00%,5.9,
ADAM,10-K,2024-12-31,2025-02-21,6.01% - 7.00%,7.6,
ADAM,10-K,2024-12-31,2025-02-21,7.01% - 8.00%,11.5,
ADAM,10-K,2024-12-31,2025-02-21,8.01% and over,43.8,
ADAM,10-K,2025-12-31,2026-02-20,4.5%,49917.0,
ADAM,10-K,2025-12-31,2026-02-20,5.0%,1747765.0,
ADAM,10-K,2025-12-31,2026-02-20,5.5%,3286803.0,
ADAM,10-K,2025-12-31,2026-02-20,6.0%,993027.0,
ADAM,10-K,2025-12-31,2026-02-20,6.5%,253042.0,
CMTG,10-K,2021-12-31,2022-03-16,2.00% - 2.50%,1333912.0,
CMTG,10-K,2021-12-31,2022-03-16,1.50% - 1.99%,1381483.0,
CMTG,10-K,2021-12-31,2022-03-16,1.00% - 1.49%,976857.0,
CMTG,10-K,2021-12-31,2022-03-16,0.50% - 0.99%,210930.0,
CMTG,10-K,2021-12-31,2022-03-16,< 0.50%,1545111.0,
CMTG,10-K,2022-12-31,2023-02-16,3.2%,7428774.0,
CMTG,10-K,2023-12-31,2024-02-20,2.6%,6947796.0,
CMTG,10-K,2024-12-31,2025-02-19,7.6%,6069372.0,
CMTG,10-K,2025-12-31,2026-02-18,Fixed rate loans,955000.0,
CMTG,10-K,2025-12-31,2026-02-18,Floating rate loans,3930750.0,
REFI,10-K,2023-12-31,2024-03-12,8.50%,7500000.0,
REFI,10-K,2023-12-31,2024-03-12,8.25%,15396370.0,
REFI,10-K,2023-12-31,2024-03-12,8.00%,1860000.0,
REFI,10-K,2023-12-31,2024-03-12,7.50%,8710222.0,
REFI,10-K,2023-12-31,2024-03-12,7.00%,50731736.0,
REFI,10-K,2023-12-31,2024-03-12,6.25%,44910000.0,
REFI,10-K,2023-12-31,2024-03-12,5.85%,38810119.0,5.85
REFI,10-K,2023-12-31,2024-03-12,5.50%,820000.0,
REFI,10-K,2023-12-31,2024-03-12,4.75%,10606311.0,
REFI,10-K,2023-12-31,2024-03-12,4.00%,11706059.0,
REFI,10-K,2023-12-31,2024-03-12,3.25%,82266454.0,
REFI,10-K,2023-12-31,2024-03-12,0.00%,51871786.0,0.0
REFI,10-K,2024-12-31,2025-03-12,8.50%,51068629.0,
REFI,10-K,2024-12-31,2025-03-12,8.00%,7620000.0,
REFI,10-K,2024-12-31,2025-03-12,7.75%,16880308.0,
REFI,10-K,2024-12-31,2025-03-12,7.50%,42839358.0,
REFI,10-K,2024-12-31,2025-03-12,7.00%,75902295.0,
REFI,10-K,2024-12-31,2025-03-12,6.25%,19324557.0,
REFI,10-K,2024-12-31,2025-03-12,5.50%,580000.0,
REFI,10-K,2024-12-31,2025-03-12,3.25%,18966668.0,
REFI,10-K,2024-12-31,2025-03-12,0.00%,17400000.0,
REFI,10-K,2025-12-31,2026-03-12,8.50%,44642571.0,
REFI,10-K,2025-12-31,2026-03-12,8.00%,1380000.0,
REFI,10-K,2025-12-31,2026-03-12,7.75%,0.0,
REFI,10-K,2025-12-31,2026-03-12,7.50%,62121045.0,
REFI,10-K,2025-12-31,2026-03-12,7.00%,89852341.0,
REFI,10-K,2025-12-31,2026-03-12,6.25%,15771067.0,
REFI,10-K,2025-12-31,2026-03-12,5.50%,0.0,
REFI,10-K,2025-12-31,2026-03-12,4.00%,20427778.0,
REFI,10-K,2025-12-31,2026-03-12,3.72%,5000000.0,
REFI,10-K,2025-12-31,2026-03-12,3.25%,0.0,
REFI,10-K,2025-12-31,2026-03-12,0.00%,17200000.0,
ARR,10-K,2022-12-31,2023-02-15,2.0%,541240.0,
ARR,10-K,2022-12-31,2023-02-15,2.5%,1293769.0,
ARR,10-K,2022-12-31,2023-02-15,3.0%,364565.0,
ARR,10-K,2022-12-31,2023-02-15,3.5%,254780.0,
ARR,10-K,2022-12-31,2023-02-15,4.0%,84143.0,
ARR,10-K,2022-12-31,2023-02-15,4.5%,210501.0,
ARR,10-K,2023-12-31,2024-03-15,2.0%,390154.0,
ARR,10-K,2023-12-31,2024-03-15,2.5%,608261.0,
ARR,10-K,2023-12-31,2024-03-15,3.0%,969166.0,
ARR,10-K,2023-12-31,2024-03-15,3.5%,1229970.0,
ARR,10-K,2023-12-31,2024-03-15,4.0%,1217621.0,
ARR,10-K,2023-12-31,2024-03-15,4.5%,1509102.0,
ARR,10-K,2023-12-31,2024-03-15,5.0%,1733644.0,
ARR,10-K,2023-12-31,2024-03-15,5.5%,1039085.0,
ARR,10-K,2024-12-31,2025-02-12,2.5%,297928.0,
ARR,10-K,2024-12-31,2025-02-12,3.0%,741422.0,
ARR,10-K,2024-12-31,2025-02-12,3.5%,1319235.0,
ARR,10-K,2024-12-31,2025-02-12,4.0%,1038798.0,
ARR,10-K,2024-12-31,2025-02-12,4.5%,972765.0,
ARR,10-K,2024-12-31,2025-02-12,5.0%,2198347.0,
ARR,10-K,2024-12-31,2025-02-12,5.5%,2705528.0,
ARR,10-K,2024-12-31,2025-02-12,6.0%,2646152.0,
ARR,10-K,2024-12-31,2025-02-12,6.5%,526144.0,
ARR,10-K,2025-12-31,2026-02-18,2.5%,279247.0,
ARR,10-K,2025-12-31,2026-02-18,3.0%,786291.0,
ARR,10-K,2025-12-31,2026-02-18,3.5%,1214594.0,
ARR,10-K,2025-12-31,2026-02-18,4.0%,955727.0,
ARR,10-K,2025-12-31,2026-02-18,4.5%,1109874.0,
ARR,10-K,2025-12-31,2026-02-18,5.0%,3512525.0,
ARR,10-K,2025-12-31,2026-02-18,5.5%,5784032.0,
ARR,10-K,2025-12-31,2026-02-18,6.0%,3949537.0,
ARR,10-K,2025-12-31,2026-02-18,6.5%,702504.0,
MFA,10-K,2014-12-31,2015-02-12,2.5%,969213.0,
MFA,10-K,2014-12-31,2015-02-12,3.0%,420623.0,
MFA,10-K,2014-12-31,2015-02-12,3.5%,11990.0,
MFA,10-K,2014-12-31,2015-02-12,4.0%,575040.0,
MFA,10-K,2014-12-31,2015-02-12,4.5%,99107.0,
MFA,10-K,2015-12-31,2016-02-18,2.5%,834689.0,
MFA,10-K,2015-12-31,2016-02-18,3.0%,355439.0,
MFA,10-K,2015-12-31,2016-02-18,3.5%,9238.0,
MFA,10-K,2015-12-31,2016-02-18,4.0%,448064.0,
MFA,10-K,2015-12-31,2016-02-18,4.5%,74990.0,
MFA,10-K,2016-12-31,2017-02-16,2.5%,700388.0,
MFA,10-K,2016-12-31,2017-02-16,3.0%,288648.0,
MFA,10-K,2016-12-31,2017-02-16,3.5%,7244.0,
MFA,10-K,2016-12-31,2017-02-16,4.0%,343105.0,
MFA,10-K,2016-12-31,2017-02-16,4.5%,55100.0,
MFA,10-K,2017-12-31,2018-02-15,2.5%,579003.0,
MFA,10-K,2017-12-31,2018-02-15,3.0%,231325.0,
MFA,10-K,2017-12-31,2018-02-15,3.5%,5402.0,
MFA,10-K,2017-12-31,2018-02-15,4.0%,263447.0,
MFA,10-K,2017-12-31,2018-02-15,4.5%,41910.0,
MFA,10-K,2018-12-31,2019-02-21,2.5%,359252.0,
MFA,10-K,2018-12-31,2019-02-21,3.0%,185912.0,
MFA,10-K,2018-12-31,2019-02-21,3.5%,3798.0,
MFA,10-K,2018-12-31,2019-02-21,4.0%,199352.0,
MFA,10-K,2018-12-31,2019-02-21,4.5%,31881.0,
MFA,10-K,2019-12-31,2020-02-21,2.5%,241045.0,
MFA,10-K,2019-12-31,2020-02-21,3.0%,147665.0,
MFA,10-K,2019-12-31,2020-02-21,3.5%,2761.0,
MFA,10-K,2019-12-31,2020-02-21,4.0%,145910.0,
MFA,10-K,2019-12-31,2020-02-21,4.5%,23599.0,
MFA,10-K,2023-12-31,2024-02-22,5.00 % Coupon,76360.0,
MFA,10-K,2023-12-31,2024-02-22,5.50 % Coupon,277885.0,
MFA,10-K,2023-12-31,2024-02-22,6.00 % Coupon,177842.0,
MFA,10-K,2023-12-31,2024-02-22,6.50 % Coupon,22213.0,
MFA,10-K,2024-12-31,2025-02-20,5.00 % Coupon,71645.0,
MFA,10-K,2024-12-31,2025-02-20,5.50 % Coupon,993466.0,
MFA,10-K,2024-12-31,2025-02-20,6.00 % Coupon,313173.0,
MFA,10-K,2024-12-31,2025-02-20,6.50 % Coupon,25607.0,
MFA,10-K,2025-12-31,2026-02-20,5.00 % Coupon,859115.0,
MFA,10-K,2025-12-31,2026-02-20,5.50 % Coupon,2123143.0,
MFA,10-K,2025-12-31,2026-02-20,6.00 % Coupon,269129.0,
MFA,10-K,2025-12-31,2026-02-20,6.50 % Coupon,5373.0,
MITT,10-K,2014-12-31,2015-03-02,15 Year Fixed Rate,448753294.0,
MITT,10-K,2014-12-31,2015-03-02,20 Year Fixed Rate,149612863.0,
MITT,10-K,2014-12-31,2015-03-02,30 Year Fixed Rate,1260313424.0,
MITT,10-K,2014-12-31,2015-03-02,ARM,466047819.0,
MITT,10-K,2014-12-31,2015-03-02,Inverse Interest Only,404604832.0,
MITT,10-K,2014-12-31,2015-03-02,Interest Only,331658171.0,
MITT,10-K,2014-12-31,2015-03-02,Interest Only,489291846.0,
MITT,10-K,2015-12-31,2016-02-26,"30 Year Fixed
    Rate",820137292.0,
MITT,10-K,2015-12-31,2016-02-26,Fixed Rate CMO,78025512.0,
MITT,10-K,2015-12-31,2016-02-26,ARM,249809367.0,
MITT,10-K,2015-12-31,2016-02-26,Inverse Interest Only,47861112.0,
MITT,10-K,2015-12-31,2016-02-26,Interest Only,474197132.0,
MITT,10-K,2015-12-31,2016-02-26,Fixed Rate 30 Year TBA,77502930.0,
MITT,10-K,2015-12-31,2016-02-26,RMBS Interest Only,465387354.0,
MITT,10-K,2015-12-31,2016-02-26,CMBS Interest Only,1774907989.0,
MITT,10-K,2016-12-31,2017-03-01,30 Year Fixed Rate,741572808.0,
MITT,10-K,2016-12-31,2017-03-01,Fixed Rate CMO,63697398.0,
MITT,10-K,2016-12-31,2017-03-01,ARM,211344052.0,
MITT,10-K,2016-12-31,2017-03-01,Inverse Interest Only,99127607.0,
MITT,10-K,2016-12-31,2017-03-01,Interest Only,317774720.0,
MITT,10-K,2016-12-31,2017-03-01,Fixed Rate 30 Year TBA (3),51427734.0,
MITT,10-K,2016-12-31,2017-03-01,RMBS Interest Only,449759113.0,
MITT,10-K,2016-12-31,2017-03-01,CMBS Interest Only (11),2855494786.0,
MITT,10-K,2017-12-31,2018-02-28,30 Year Fixed Rate,1929032996.0,
MITT,10-K,2017-12-31,2018-02-28,Fixed Rate CMO,52950756.0,
MITT,10-K,2017-12-31,2018-02-28,ARM,176387396.0,
MITT,10-K,2017-12-31,2018-02-28,Interest Only,88789887.0,
MITT,10-K,2017-12-31,2018-02-28,Non-Agency RMBS Interest Only,2661566.0,
MITT,10-K,2017-12-31,2018-02-28,CMBS Interest Only,50701934.0,
MITT,10-K,2018-12-31,2019-02-27,30 Year Fixed Rate,1832745.0,
MITT,10-K,2018-12-31,2019-02-27,Fixed Rate CMO,44745.0,
MITT,10-K,2018-12-31,2019-02-27,Inverse Interest Only,310065.0,
MITT,10-K,2018-12-31,2019-02-27,Interest Only,370679.0,
MITT,10-K,2018-12-31,2019-02-27,Interest Only and Excess MSR (6),337908.0,
MITT,10-K,2018-12-31,2019-02-27,Interest Only (7),3534050.0,
MITT,10-K,2019-12-31,2020-02-28,30 Year Fixed Rate,2241298.0,
MITT,10-K,2019-12-31,2020-02-28,Fixed Rate CMO (3),44357.0,
MITT,10-K,2019-12-31,2020-02-28,ARM (4),11.0,
MITT,10-K,2019-12-31,2020-02-28,Inverse Interest Only,52358.0,
MITT,10-K,2019-12-31,2020-02-28,Interest Only,61450.0,
MITT,10-K,2020-12-31,2021-02-23,30 Year Fixed Rate,518352.0,
MITT,10-K,2020-12-31,2021-02-23,Interest Only and Excess MSR (4),191362.0,
MITT,10-K,2020-12-31,2021-02-23,CMBS Interest Only (6),687077.0,
MITT,10-K,2021-12-31,2022-02-25,Interest Only (6),160154.0,
MITT,10-K,2021-12-31,2022-02-25,30 Year Fixed Rate,518352.0,
MITT,10-K,2022-12-31,2023-02-27,Non-Agency RMBS Interest Only (5),108464.0,
MITT,10-K,2022-12-31,2023-02-27,30 Year Fixed Rate,495713.0,
MITT,10-K,2022-12-31,2023-02-27,Interest Only,127356.0,
MITT,10-K,2023-12-31,2024-03-11,GCAT Non-Agency RMBS Interest Only (6),5058.0,
MITT,10-K,2023-12-31,2024-03-11,Non-Agency RMBS Interest Only (6),1116.0,
MITT,10-K,2023-12-31,2024-03-11,Agency RMBS Interest Only (6),19124.0,
MITT,10-K,2024-12-31,2025-03-04,GCAT Non-Agency RMBS Interest Only (3),3836.0,
MITT,10-K,2024-12-31,2025-03-04,Non-Agency RMBS Interest Only (3),12287.0,
MITT,10-K,2025-12-31,2026-02-25,Non-QM Loans (3) (1.47%),56402.0,
MITT,10-K,2025-12-31,2026-02-25,Agency-Eligible Loans (3) (3.57%),44163.0,
MITT,10-K,2025-12-31,2026-02-25,Home Equity Loans (3) (5.55%),106942.0,
MITT,10-K,2025-12-31,2026-02-25,Prime Jumbo Loans (3) (4.49%),3313.0,
MITT,10-K,2025-12-31,2026-02-25,Re- and Non-Performing Loans (3) (3.14%),599.0,
